dataset,column,dtype,null_count,null_pct,unique_count,sample_values,is_in_master,possible_join_key
PDE,TOT_RX_CST_AMT,str,0,0.0,64869,"['275.19', '2420.67', '1204.91']",False,False
PDE,RX_ORGN_CD,str,0,0.0,3,"['4', '0', '0']",False,False
PDE,RPTD_GAP_DSCNT_NUM,str,0,0.0,1,"['0', '0', '0']",False,False
PDE,BRND_GNRC_CD,str,0,0.0,2,"['G', 'B', 'B']",False,False
PDE,PHRMCY_SRVC_TYPE_CD,str,0,0.0,7,"['05', '01', '02']",False,False
PDE,PTNT_RSDNC_CD,str,0,0.0,2,"['01', '01', '01']",False,False
PDE,SUBMSN_CLR_CD,str,515520,100.0,0,[],False,False
DME,BENE_ID,str,0,0.0,5576,"['-10000010254618', '-10000010254618', '-10000010254618']",True,True
DME,CLM_ID,str,0,0.0,37782,"['-10000930037927', '-10000930037958', '-10000930037981']",True,True
DME,NCH_NEAR_LINE_REC_IDENT_CD,str,0,0.0,1,"['M', 'M', 'M']",True,False
DME,NCH_CLM_TYPE_CD,str,0,0.0,1,"['82', '82', '82']",True,False
DME,CLM_FROM_DT,str,0,0.0,2926,"['25-Mar-2015', '03-Oct-2016', '15-Oct-2018']",True,False
DME,CLM_THRU_DT,str,0,0.0,2926,"['25-Mar-2015', '03-Oct-2016', '15-Oct-2018']",True,False
DME,NCH_WKLY_PROC_DT,str,0,0.0,417,"['24-Apr-2015', '07-Oct-2016', '19-Oct-2018']",True,False
DME,CARR_CLM_ENTRY_CD,str,0,0.0,1,"['1', '1', '1']",True,False
DME,CLM_DISP_CD,str,0,0.0,1,"['1', '1', '1']",True,False
DME,CARR_NUM,str,0,0.0,51,"['00510', '00510', '00510']",True,False
DME,CARR_CLM_PMT_DNL_CD,str,0,0.0,1,"['1', '1', '1']",True,False
DME,CLM_PMT_AMT,str,0,0.0,1337,"['0.00', '6.82', '6.82']",True,False
DME,CARR_CLM_PRMRY_PYR_PD_AMT,str,0,0.0,1337,"['0.00', '6.82', '6.82']",True,False
DME,CARR_CLM_PRVDR_ASGNMT_IND_SW,str,0,0.0,1,"['A', 'A', 'A']",True,False
DME,NCH_CLM_PRVDR_PMT_AMT,str,0,0.0,1337,"['0.00', '6.82', '6.82']",True,False
DME,NCH_CLM_BENE_PMT_AMT,str,0,0.0,1,"['0', '0', '0']",True,False
DME,NCH_CARR_CLM_SBMTD_CHRG_AMT,str,0,0.0,1233,"['0.00', '8.53', '8.53']",True,False
DME,NCH_CARR_CLM_ALOWD_AMT,str,0,0.0,1337,"['0.00', '6.82', '6.82']",True,False
DME,CARR_CLM_CASH_DDCTBL_APLD_AMT,str,0,0.0,126,"['0.00', '0.00', '0.00']",True,False
DME,CARR_CLM_HCPCS_YR_CD,str,0,0.0,1,"['1', '1', '1']",True,False
DME,PRNCPAL_DGNS_CD,str,0,0.0,212,"['S134XX', 'Z9189', 'Z591']",True,False
DME,PRNCPAL_DGNS_VRSN_CD,str,0,0.0,1,"['0', '0', '0']",True,False
DME,ICD_DGNS_CD1,str,0,0.0,214,"['S134XX', 'Z9189', 'Z591']",True,False
DME,ICD_DGNS_VRSN_CD1,str,0,0.0,1,"['0', '0', '0']",True,False
DME,ICD_DGNS_CD2,str,0,0.0,239,"['R4689', 'E781', 'M7918']",True,False
DME,ICD_DGNS_VRSN_CD2,str,0,0.0,1,"['0', '0', '0']",True,False
DME,ICD_DGNS_CD3,str,26,0.0,237,"['E781', 'J329', 'E781']",True,False
DME,ICD_DGNS_VRSN_CD3,str,26,0.0,1,"['0', '0', '0']",True,False
DME,ICD_DGNS_CD4,str,151,0.1,229,"['J329', 'E119', 'J329']",True,False
DME,ICD_DGNS_VRSN_CD4,str,151,0.1,1,"['0', '0', '0']",True,False
DME,ICD_DGNS_CD5,str,545,0.5,223,"['E119', 'D649', 'E119']",True,False
DME,ICD_DGNS_VRSN_CD5,str,545,0.5,1,"['0', '0', '0']",True,False
DME,ICD_DGNS_CD6,str,1614,1.6,210,"['D649', 'E849', 'D649']",True,False
DME,ICD_DGNS_VRSN_CD6,str,1614,1.6,1,"['0', '0', '0']",True,False
DME,ICD_DGNS_CD7,str,3663,3.5,205,"['E849', 'B965', 'E849']",True,False
DME,ICD_DGNS_VRSN_CD7,str,3663,3.5,1,"['0', '0', '0']",True,False
DME,ICD_DGNS_CD8,str,6781,6.5,196,"['B965', 'N469', 'B965']",True,False
DME,ICD_DGNS_VRSN_CD8,str,6781,6.5,1,"['0', '0', '0']",True,False
DME,ICD_DGNS_CD9,str,11256,10.8,192,"['N469', 'E849', 'E848']",True,False
DME,ICD_DGNS_VRSN_CD9,str,11256,10.8,1,"['0', '0', '0']",True,False
DME,ICD_DGNS_CD10,str,16871,16.2,187,"['E849', 'E849', 'D649']",True,False
DME,ICD_DGNS_VRSN_CD10,str,16871,16.2,1,"['0', '0', '0']",True,False
DME,ICD_DGNS_CD11,str,23728,22.9,183,"['E089', 'B965', 'B965']",True,False
DME,ICD_DGNS_VRSN_CD11,str,23728,22.9,1,"['0', '0', '0']",True,False
DME,ICD_DGNS_CD12,str,30536,29.4,173,"['B965', 'N469', 'N469']",True,False
DME,ICD_DGNS_VRSN_CD12,str,30536,29.4,1,"['0', '0', '0']",True,False
DME,RFR_PHYSN_UPIN,str,97476,93.9,214,"['01-T144', 'H61233', 'H61233']",True,False
DME,RFR_PHYSN_NPI,str,0,0.0,2559,"['9999841890', '9999971093', '9999971093']",True,False
DME,CLM_CLNCL_TRIL_NUM,str,103828,100.0,0,[],True,False
DME,LINE_NUM,str,0,0.0,9,"['1', '1', '1']",True,False
DME,TAX_NUM,str,0,0.0,2559,"['999562511', '999349929', '999349929']",True,False
DME,PRVDR_SPCLTY,str,0,0.0,1,"['01', '01', '01']",True,False
DME,PRTCPTNG_IND_CD,str,0,0.0,7,"['2', '6', '6']",True,False
DME,LINE_SRVC_CNT,str,0,0.0,138,"['43', '12', '13']",True,False
DME,LINE_CMS_TYPE_SRVC_CD,str,0,0.0,4,"['R', 'P', 'P']",True,False
DME,LINE_PLACE_OF_SRVC_CD,str,0,0.0,9,"['31', '11', '11']",True,False
DME,LINE_1ST_EXPNS_DT,str,0,0.0,2926,"['25-Mar-2015', '03-Oct-2016', '15-Oct-2018']",True,False
DME,LINE_LAST_EXPNS_DT,str,0,0.0,2916,"['18-Apr-2015', '03-Oct-2016', '15-Oct-2018']",True,False
DME,HCPCS_CD,str,0,0.0,40,"['K0002', 'A4253', 'A4253']",True,False
DME,HCPCS_1ST_MDFR_CD,str,103828,100.0,0,[],True,False
DME,HCPCS_2ND_MDFR_CD,str,103828,100.0,0,[],True,False
DME,BETOS_CD,str,0,0.0,5,"['D1D', 'D1E', 'D1E']",True,False
DME,LINE_NCH_PMT_AMT,str,0,0.0,1190,"['0.00', '6.82', '6.82']",True,False
DME,LINE_BENE_PMT_AMT,str,0,0.0,1,"['0', '0', '0']",True,False
DME,LINE_PRVDR_PMT_AMT,str,0,0.0,1190,"['0.00', '6.82', '6.82']",True,False
DME,LINE_BENE_PTB_DDCTBL_AMT,str,0,0.0,118,"['0.00', '0.00', '0.00']",True,False
DME,LINE_BENE_PRMRY_PYR_CD,str,0,0.0,1,"[' ', ' ', ' ']",True,False
DME,LINE_BENE_PRMRY_PYR_PD_AMT,str,0,0.0,1,"['1', '1', '1']",True,False
DME,LINE_PRMRY_ALOWD_CHRG_AMT,str,0,0.0,1123,"['0.00', '8.53', '8.53']",False,False
DME,LINE_SBMTD_CHRG_AMT,str,0,0.0,1123,"['0.00', '8.53', '8.53']",True,False
DME,LINE_ALOWD_CHRG_AMT,str,0,0.0,1123,"['0.00', '8.53', '8.53']",True,False
DME,LINE_PRCSG_IND_CD,str,0,0.0,1,"['A', 'A', 'A']",True,False
DME,LINE_PMT_80_100_CD,str,103828,100.0,0,[],True,False
DME,LINE_SERVICE_DEDUCTIBLE,str,103828,100.0,0,[],True,False
DME,LINE_ICD_DGNS_VRSN_CD,str,0,0.0,1,"['0', '0', '0']",True,False
DME,PRVDR_NUM,str,0,0.0,6622,"['015037', '011806', '011806']",True,True
DME,PRVDR_NPI,str,0,0.0,6655,"['1336780048', '1063654341', '1063654341']",False,False
DME,DMERC_LINE_PRCNG_STATE_CD,str,0,0.0,51,"['01', '01', '01']",False,False
DME,PRVDR_STATE_CD,str,0,0.0,51,"['01', '01', '01']",True,False
DME,DMERC_LINE_SUPPLR_TYPE_CD,str,0,0.0,9,"['8', '6', '1']",False,False
DME,HCPCS_3RD_MDFR_CD,str,103828,100.0,0,[],False,False
DME,HCPCS_4TH_MDFR_CD,str,103828,100.0,0,[],False,False
DME,DMERC_LINE_SCRN_SVGS_AMT,str,0,0.0,1,"['0', '0', '0']",False,False
DME,DMERC_LINE_MTUS_CNT,str,11994,11.6,4,"['50', '50', '50']",False,False
DME,DMERC_LINE_MTUS_CD,str,0,0.0,1,"['0', '0', '0']",False,False
DME,LINE_HCT_HGB_RSLT_NUM,str,0,0.0,1,"['0.0', '0.0', '0.0']",True,False
DME,LINE_NDC_CD,str,103828,100.0,0,[],True,False
HHA,BENE_ID,str,0,0.0,449,"['-10000010254850', '-10000010254850', '-10000010254850']",True,True
HHA,CLM_ID,str,0,0.0,493,"['-10000930044285', '-10000930044285', '-10000930044285']",True,True
HHA,NCH_NEAR_LINE_REC_IDENT_CD,str,0,0.0,3,"['W', 'W', 'W']",True,False
HHA,NCH_CLM_TYPE_CD,str,0,0.0,1,"['10', '10', '10']",True,False
HHA,CLM_FROM_DT,str,0,0.0,454,"['14-Oct-2021', '14-Oct-2021', '14-Oct-2021']",True,False
HHA,CLM_THRU_DT,str,0,0.0,457,"['09-Nov-2021', '09-Nov-2021', '09-Nov-2021']",True,False
HHA,NCH_WKLY_PROC_DT,str,0,0.0,299,"['12-Nov-2021', '12-Nov-2021', '12-Nov-2021']",True,False
HHA,FI_CLM_PROC_DT,str,6215,100.0,0,[],True,False
HHA,PRVDR_NUM,str,0,0.0,418,"['017879', '017879', '017879']",True,True
HHA,CLM_FAC_TYPE_CD,str,0,0.0,1,"['3', '3', '3']",True,False
HHA,CLM_SRVC_CLSFCTN_TYPE_CD,str,0,0.0,1,"['3', '3', '3']",True,False
HHA,CLM_FREQ_CD,str,0,0.0,2,"['9', '9', '9']",True,False
HHA,FI_NUM,str,6215,100.0,0,[],True,False
HHA,CLM_MDCR_NON_PMT_RSN_CD,str,0,0.0,1,"[' ', ' ', ' ']",True,False
HHA,CLM_PMT_AMT,str,0,0.0,487,"['11853.87', '11853.87', '11853.87']",True,False
HHA,NCH_PRMRY_PYR_CLM_PD_AMT,str,0,0.0,54,"['0', '0', '0']",True,False
HHA,NCH_PRMRY_PYR_CD,str,0,0.0,1,"[' ', ' ', ' ']",True,False
HHA,PRVDR_STATE_CD,str,0,0.0,49,"['01', '01', '01']",True,False
HHA,ORG_NPI_NUM,str,0,0.0,418,"['1225513278', '1225513278', '1225513278']",True,False
HHA,AT_PHYSN_UPIN,str,0,0.0,1,"[' ', ' ', ' ']",True,False
HHA,AT_PHYSN_NPI,str,493,7.9,402,"['9999873695', '9999873695', '9999873695']",True,True
HHA,PTNT_DSCHRG_STUS_CD,str,0,0.0,1,"['1', '1', '1']",True,False
HHA,CLM_PPS_IND_CD,str,0,0.0,1,"[' ', ' ', ' ']",True,False
HHA,CLM_TOT_CHRG_AMT,str,0,0.0,491,"['14817.33', '14817.33', '14817.33']",True,False
HHA,PRNCPAL_DGNS_CD,str,0,0.0,64,"['Z733', 'Z733', 'Z733']",True,False
HHA,ICD_DGNS_CD1,str,0,0.0,64,"['Z733', 'Z733', 'Z733']",True,False
HHA,ICD_DGNS_CD2,str,0,0.0,76,"['M179', 'M179', 'M179']",True,False
HHA,ICD_DGNS_CD3,str,12,0.2,86,"['T50901A', 'T50901A', 'T50901A']",True,False
HHA,ICD_DGNS_CD4,str,29,0.5,82,"['Z604', 'Z604', 'Z604']",True,False
HHA,ICD_DGNS_CD5,str,71,1.1,80,"['E669', 'E669', 'E669']",True,False
HHA,ICD_DGNS_CD6,str,197,3.2,81,"['Z558', 'Z558', 'Z558']",True,False
HHA,ICD_DGNS_CD7,str,525,8.4,87,"['R809', 'R809', 'R809']",True,False
HHA,ICD_DGNS_CD8,str,789,12.7,76,"['N181', 'N181', 'N181']",True,False
HHA,ICD_DGNS_CD9,str,1176,18.9,78,"['E1121', 'E1121', 'E1121']",True,False
HHA,ICD_DGNS_CD10,str,1645,26.5,70,"['E785', 'E785', 'E785']",True,False
HHA,ICD_DGNS_CD11,str,2085,33.5,77,"['E8881', 'E8881', 'E8881']",True,False
HHA,ICD_DGNS_CD12,str,2707,43.6,65,"['E669', 'E669', 'E669']",True,False
HHA,ICD_DGNS_CD13,str,3326,53.5,61,"['P292', 'P292', 'P292']",True,False
HHA,ICD_DGNS_CD14,str,3833,61.7,54,"['D649', 'D649', 'D649']",True,False
HHA,ICD_DGNS_CD15,str,4208,67.7,46,"['Z653', 'Z653', 'Z653']",True,False
HHA,ICD_DGNS_CD16,str,4451,71.6,47,"['R7303', 'R7303', 'R7303']",True,False
HHA,ICD_DGNS_CD17,str,4753,76.5,36,"['Z558', 'Z558', 'Z558']",True,False
HHA,ICD_DGNS_CD18,str,5025,80.9,31,"['D649', 'D649', 'D649']",True,False
HHA,ICD_DGNS_CD19,str,5294,85.2,31,"['E669', 'E669', 'E669']",True,False
HHA,ICD_DGNS_CD20,str,5569,89.6,31,"['Z7689', 'Z7689', 'Z7689']",True,False
HHA,ICD_DGNS_CD21,str,5820,93.6,24,"['Z5989', 'Z5989', 'Z5989']",True,False
HHA,ICD_DGNS_CD22,str,5943,95.6,16,"['Z9189', 'Z9189', 'Z9189']",True,False
HHA,ICD_DGNS_CD23,str,6050,97.3,10,"['A419', 'A419', 'A419']",True,False
HHA,ICD_DGNS_CD24,str,6097,98.1,7,"['O039', 'O039', 'O039']",True,False
HHA,ICD_DGNS_CD25,str,6111,98.3,11,"['J329', 'J329', 'J329']",True,False
HHA,FST_DGNS_E_CD,str,2162,34.8,41,"['W86', 'W86', 'W86']",True,False
HHA,ICD_DGNS_E_CD1,str,2162,34.8,36,"['W86', 'W86', 'W86']",True,False
HHA,ICD_DGNS_E_CD2,str,0,0.0,1,"[' ', ' ', ' ']",True,False
HHA,ICD_DGNS_E_CD3,str,0,0.0,1,"[' ', ' ', ' ']",True,False
HHA,ICD_DGNS_E_CD4,str,0,0.0,1,"[' ', ' ', ' ']",True,False
HHA,ICD_DGNS_E_CD5,str,0,0.0,1,"[' ', ' ', ' ']",True,False
HHA,ICD_DGNS_E_CD6,str,0,0.0,1,"[' ', ' ', ' ']",True,False
HHA,ICD_DGNS_E_CD7,str,0,0.0,1,"[' ', ' ', ' ']",True,False
HHA,ICD_DGNS_E_CD8,str,0,0.0,1,"[' ', ' ', ' ']",True,False
HHA,ICD_DGNS_E_CD9,str,0,0.0,1,"[' ', ' ', ' ']",True,False
HHA,ICD_DGNS_E_CD10,str,0,0.0,1,"[' ', ' ', ' ']",True,False
HHA,ICD_DGNS_E_CD11,str,0,0.0,1,"[' ', ' ', ' ']",True,False
HHA,ICD_DGNS_E_CD12,str,0,0.0,1,"[' ', ' ', ' ']",True,False
HHA,CLM_HHA_LUPA_IND_CD,str,6215,100.0,0,[],False,False
HHA,CLM_HHA_RFRL_CD,str,6215,100.0,0,[],False,False
HHA,CLM_HHA_TOT_VISIT_CNT,str,0,0.0,31,"['28', '28', '28']",False,False
HHA,CLM_ADMSN_DT,str,0,0.0,454,"['14-Oct-2021', '14-Oct-2021', '14-Oct-2021']",True,False
HHA,CLAIM_QUERY_CODE,str,0,0.0,1,"['3', '3', '3']",True,False
HHA,CLM_LINE_NUM,str,0,0.0,19,"['1', '2', '3']",True,False
HHA,REV_CNTR,str,0,0.0,9,"['0581', '0583', '0431']",True,False
HHA,REV_CNTR_DT,str,0,0.0,2216,"['09-Nov-2021', '14-Oct-2021', '20-Oct-2021']",True,False
HHA,REV_CNTR_1ST_ANSI_CD,str,6215,100.0,0,[],True,False
HHA,REV_CNTR_APC_HIPPS_CD,str,6215,100.0,0,[],True,False
HHA,HCPCS_CD,str,493,7.9,21,"['99238', '99497', 'G0129']",True,False
HHA,HCPCS_1ST_MDFR_CD,str,6215,100.0,0,[],True,False
HHA,HCPCS_2ND_MDFR_CD,str,6215,100.0,0,[],True,False
HHA,REV_CNTR_PMT_MTHD_IND_CD,str,0,0.0,1,"['4', '4', '4']",True,False
HHA,REV_CNTR_UNIT_CNT,str,493,7.9,8,"['1', '2', '1']",True,False
HHA,REV_CNTR_RATE_AMT,str,493,7.9,1118,"['459.10', '459.10', '459.10']",True,False
HHA,REV_CNTR_PMT_AMT_AMT,str,0,0.0,1813,"['367.28', '734.56', '367.28']",True,False
HHA,REV_CNTR_TOT_CHRG_AMT,str,0,0.0,1761,"['459.10', '918.20', '459.10']",True,False
HHA,REV_CNTR_NCVRD_CHRG_AMT,str,0,0.0,237,"['0.00', '0.00', '0.00']",True,False
HHA,REV_CNTR_DDCTBL_COINSRNC_CD,str,493,7.9,4,"['3', '3', '3']",True,False
HHA,REV_CNTR_STUS_IND_CD,str,0,0.0,1,"['4', '4', '4']",True,False
HHA,REV_CNTR_NDC_QTY,str,6215,100.0,0,[],True,False
HHA,REV_CNTR_NDC_QTY_QLFR_CD,str,6215,100.0,0,[],True,False
HHA,RNDRNG_PHYSN_UPIN,str,0,0.0,1,"[' ', ' ', ' ']",True,False
HHA,RNDRNG_PHYSN_NPI,str,493,7.9,402,"['9999873695', '9999873695', '9999873695']",True,False
SNF,BENE_ID,str,0,0.0,1466,"['-10000010254618', '-10000010254618', '-10000010254618']",True,True
SNF,CLM_ID,str,0,0.0,1632,"['-10000930038020', '-10000930038020', '-10000930038020']",True,True
SNF,NCH_NEAR_LINE_REC_IDENT_CD,str,0,0.0,1,"['V', 'V', 'V']",True,False
SNF,NCH_CLM_TYPE_CD,str,0,0.0,1,"['20', '20', '20']",True,False
SNF,CLM_FROM_DT,str,0,0.0,1248,"['25-Mar-2015', '25-Mar-2015', '25-Mar-2015']",True,False
SNF,CLM_THRU_DT,str,0,0.0,1237,"['18-Apr-2015', '18-Apr-2015', '18-Apr-2015']",True,False
SNF,NCH_WKLY_PROC_DT,str,0,0.0,403,"['24-Apr-2015', '24-Apr-2015', '24-Apr-2015']",True,False
SNF,FI_CLM_PROC_DT,str,12548,100.0,0,[],True,False
SNF,CLAIM_QUERY_CODE,str,0,0.0,1,"['3', '3', '3']",True,False
SNF,PRVDR_NUM,str,0,0.0,1314,"['015037', '015037', '015037']",True,True
SNF,CLM_FAC_TYPE_CD,str,0,0.0,1,"['2', '2', '2']",True,False
SNF,CLM_SRVC_CLSFCTN_TYPE_CD,str,0,0.0,1,"['1', '1', '1']",True,False
SNF,CLM_FREQ_CD,str,0,0.0,2,"['9', '9', '9']",True,False
SNF,FI_NUM,str,12548,100.0,0,[],True,False
SNF,CLM_MDCR_NON_PMT_RSN_CD,str,0,0.0,1,"[' ', ' ', ' ']",True,False
SNF,CLM_PMT_AMT,str,0,0.0,1482,"['15675.08', '15675.08', '15675.08']",True,False
SNF,NCH_PRMRY_PYR_CLM_PD_AMT,str,0,0.0,285,"['0', '0', '0']",True,False
SNF,NCH_PRMRY_PYR_CD,str,0,0.0,1,"[' ', ' ', ' ']",True,False
SNF,FI_CLM_ACTN_CD,str,12548,100.0,0,[],True,False
SNF,PRVDR_STATE_CD,str,0,0.0,51,"['01', '01', '01']",True,False
SNF,ORG_NPI_NUM,str,0,0.0,1314,"['1336780048', '1336780048', '1336780048']",True,False
SNF,AT_PHYSN_UPIN,str,0,0.0,1,"[' ', ' ', ' ']",True,False
SNF,AT_PHYSN_NPI,str,1632,13.0,1150,"['9999841890', '9999841890', '9999841890']",True,True
SNF,OP_PHYSN_UPIN,str,0,0.0,1,"[' ', ' ', ' ']",True,False
SNF,OP_PHYSN_NPI,str,1632,13.0,1150,"['9999841890', '9999841890', '9999841890']",True,False
SNF,OT_PHYSN_UPIN,str,12548,100.0,0,[],True,False
SNF,OT_PHYSN_NPI,str,12548,100.0,0,[],True,False
SNF,CLM_MCO_PD_SW,str,0,0.0,1,"['0', '0', '0']",True,False
SNF,PTNT_DSCHRG_STUS_CD,str,0,0.0,1,"['1', '1', '1']",True,False
SNF,CLM_PPS_IND_CD,str,0,0.0,1,"[' ', ' ', ' ']",True,False
SNF,CLM_TOT_CHRG_AMT,str,0,0.0,1459,"['19593.85', '19593.85', '19593.85']",True,False
SNF,CLM_ADMSN_DT,str,0,0.0,1248,"['25-Mar-2015', '25-Mar-2015', '25-Mar-2015']",True,False
SNF,CLM_IP_ADMSN_TYPE_CD,str,0,0.0,1,"['3', '3', '3']",True,False
SNF,CLM_SRC_IP_ADMSN_CD,str,0,0.0,3,"['1', '1', '1']",True,False
SNF,NCH_PTNT_STATUS_IND_CD,str,0,0.0,1,"['A', 'A', 'A']",True,False
SNF,NCH_BENE_IP_DDCTBL_AMT,str,0,0.0,25,"['0.00', '0.00', '0.00']",True,False
SNF,NCH_BENE_PTA_COINSRNC_LBLTY_AM,str,0,0.0,1198,"['3918.77', '3918.77', '3918.77']",True,False
SNF,NCH_BENE_BLOOD_DDCTBL_LBLTY_AM,str,0,0.0,1,"['0', '0', '0']",True,False
SNF,NCH_IP_NCVRD_CHRG_AMT,str,0,0.0,232,"['0.00', '0.00', '0.00']",True,False
SNF,NCH_IP_TOT_DDCTN_AMT,str,0,0.0,1208,"['3918.77', '3918.77', '3918.77']",True,False
SNF,CLM_PPS_CPTL_FSP_AMT,str,0,0.0,1,"['0', '0', '0']",True,False
SNF,CLM_PPS_CPTL_OUTLIER_AMT,str,0,0.0,1,"['0', '0', '0']",True,False
SNF,CLM_PPS_CPTL_DSPRPRTNT_SHR_AMT,str,0,0.0,1,"['0', '0', '0']",True,False
SNF,CLM_PPS_CPTL_IME_AMT,str,0,0.0,1,"['0', '0', '0']",True,False
SNF,CLM_PPS_CPTL_EXCPTN_AMT,str,0,0.0,1,"['0', '0', '0']",True,False
SNF,CLM_PPS_OLD_CPTL_HLD_HRMLS_AMT,str,0,0.0,1,"['0', '0', '0']",True,False
SNF,CLM_UTLZTN_DAY_CNT,str,0,0.0,91,"['24', '24', '24']",True,False
SNF,BENE_TOT_COINSRNC_DAYS_CNT,str,0,0.0,71,"['3', '3', '3']",True,False
SNF,CLM_NON_UTLZTN_DAYS_CNT,str,0,0.0,1,"['0', '0', '0']",True,False
SNF,NCH_BLOOD_PNTS_FRNSHD_QTY,str,0,0.0,1,"['0', '0', '0']",True,False
SNF,NCH_QLFYD_STAY_FROM_DT,str,12548,100.0,0,[],False,False
SNF,NCH_QLFYD_STAY_THRU_DT,str,12548,100.0,0,[],False,False
SNF,NCH_VRFD_NCVRD_STAY_FROM_DT,str,12548,100.0,0,[],True,False
SNF,NCH_VRFD_NCVRD_STAY_THRU_DT,str,12548,100.0,0,[],True,False
SNF,NCH_ACTV_OR_CVRD_LVL_CARE_THRU,str,12548,100.0,0,[],True,False
SNF,NCH_BENE_MDCR_BNFTS_EXHTD_DT_I,str,12548,100.0,0,[],True,False
SNF,NCH_BENE_DSCHRG_DT,str,0,0.0,403,"['24-Apr-2015', '24-Apr-2015', '24-Apr-2015']",True,False
SNF,CLM_DRG_CD,str,254,2.0,73,"['551', '551', '551']",True,False
SNF,ADMTG_DGNS_CD,str,0,0.0,77,"['S134XX', 'S134XX', 'S134XX']",True,False
SNF,PRNCPAL_DGNS_CD,str,0,0.0,77,"['S134XX', 'S134XX', 'S134XX']",True,False
SNF,ICD_DGNS_CD1,str,0,0.0,77,"['S134XX', 'S134XX', 'S134XX']",True,False
SNF,ICD_DGNS_CD2,str,0,0.0,127,"['R4689', 'R4689', 'R4689']",True,False
SNF,ICD_DGNS_CD3,str,104,0.8,132,"['E781', 'E781', 'E781']",True,False
SNF,ICD_DGNS_CD4,str,212,1.7,139,"['J329', 'J329', 'J329']",True,False
SNF,ICD_DGNS_CD5,str,390,3.1,137,"['E119', 'E119', 'E119']",True,False
SNF,ICD_DGNS_CD6,str,595,4.7,137,"['D649', 'D649', 'D649']",True,False
SNF,ICD_DGNS_CD7,str,913,7.3,136,"['E849', 'E849', 'E849']",True,False
SNF,ICD_DGNS_CD8,str,1530,12.2,130,"['B965', 'B965', 'B965']",True,False
SNF,ICD_DGNS_CD9,str,2453,19.5,127,"['N469', 'N469', 'N469']",True,False
SNF,ICD_DGNS_CD10,str,3300,26.3,124,"['E849', 'E849', 'E849']",True,False
SNF,ICD_DGNS_CD11,str,4130,32.9,115,"['P292', 'P292', 'P292']",True,False
SNF,ICD_DGNS_CD12,str,5092,40.6,102,"['E781', 'E781', 'E781']",True,False
SNF,ICD_DGNS_CD13,str,6138,48.9,102,"['E8881', 'E8881', 'E8881']",True,False
SNF,ICD_DGNS_CD14,str,7062,56.3,101,"['E119', 'E119', 'E119']",True,False
